,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,Age,Annee_travail,Percent_credit_revenu,Percent_loyer_revenu,Duree
37,100044,0,Cash loans,M,N,Y,121500.0,454500.0,15151.5,454500.0,Working,Secondary / secondary special,Married,1,1,0,1,1,0,2.0,0.8045861213121414,0.7197985370372056,0.722392890081304,-1541.0,1,57.745205479452046,3.0,3.7407407407407414,0.1247037037037037,0.03333663366336634
38,100045,0,Cash loans,F,N,Y,99000.0,247275.0,17338.5,225000.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,1,0,2.0,,0.6507647995068742,0.7517237147741489,0.0,1,65.53424657534246,,2.497727272727273,0.17513636363636365,0.07011828935395814
39,100046,0,Revolving loans,M,Y,Y,180000.0,540000.0,27000.0,540000.0,Working,Higher education,Married,1,1,0,1,0,0,2.0,,0.7380532835697358,0.6058362647264226,-540.0,0,44.18082191780822,4.0,3.0,0.15,0.05
40,100047,1,Cash loans,M,N,Y,202500.0,1193580.0,35028.0,855000.0,Commercial associate,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.30684058604830505,0.3201633668633456,-1075.0,1,47.8958904109589,3.0,5.894222222222222,0.1729777777777778,0.029347006484693107
41,100048,0,Cash loans,F,N,Y,202500.0,604152.0,29196.0,540000.0,Working,Secondary / secondary special,Married,1,1,0,1,1,0,2.0,,0.03731523556121631,,-458.0,1,46.49589041095891,1.0,2.9834666666666667,0.14417777777777774,0.048325586938386365
42,100049,1,Cash loans,F,N,N,135000.0,288873.0,16258.5,238500.0,Working,Secondary / secondary special,Civil marriage,1,1,1,1,1,0,2.0,0.4682080567974757,0.6742032101473874,0.3996756156233169,-1480.0,1,36.66849315068493,9.0,2.1398,0.12043333333333335,0.056282518615446926
43,100050,0,Cash loans,F,N,Y,108000.0,746280.0,42970.5,675000.0,Pensioner,Higher education,Single / not married,1,0,0,1,0,0,1.0,,0.7661378050275851,0.6848276586890367,-491.0,1,64.51506849315068,,6.91,0.397875,0.057579594790159186
44,100051,0,Cash loans,M,N,Y,202500.0,661702.5,48280.5,598500.0,Working,Secondary / secondary special,Civil marriage,1,1,1,1,0,0,2.0,,0.6315186311742824,,-556.0,1,26.923287671232877,2.0,3.2676666666666665,0.23842222222222226,0.07296405862151042
45,100052,0,Revolving loans,F,N,Y,90000.0,180000.0,9000.0,180000.0,Working,Secondary / secondary special,Civil marriage,1,1,1,1,0,0,3.0,,0.535542260363498,,-462.0,0,21.846575342465755,2.0,2.0,0.1,0.05
46,100053,0,Cash loans,F,N,Y,202500.0,305221.5,17649.0,252000.0,Pensioner,Secondary / secondary special,Single / not married,1,0,0,1,0,0,1.0,,0.24766471733561626,0.475849908720221,-649.0,1,55.816438356164376,,1.5072666666666668,0.08715555555555557,0.057823580580005016
47,100054,0,Cash loans,F,N,Y,99000.0,260640.0,26838.0,225000.0,Working,Secondary / secondary special,Married,1,1,1,1,1,0,2.0,,0.08924065344241718,0.7281412993111438,-1247.0,1,55.12602739726027,14.0,2.632727272727273,0.2710909090909091,0.10296961325966852
48,100055,0,Cash loans,F,N,N,130500.0,1350000.0,37255.5,1350000.0,State servant,Secondary / secondary special,Married,1,1,1,1,1,0,2.0,0.7104273289168539,0.5891866296961207,0.4668640059537032,-784.0,1,54.04657534246575,12.0,10.344827586206897,0.2854827586206897,0.02759666666666666
49,100056,0,Cash loans,M,Y,Y,360000.0,1506816.0,49927.5,1350000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.5239340474953537,,-1498.0,1,50.03835616438357,26.0,4.1856,0.1386875,0.033134437117737
50,100058,0,Revolving loans,F,N,Y,54000.0,135000.0,6750.0,135000.0,State servant,Higher education,Married,1,1,0,0,0,0,2.0,0.6562248044601879,0.4508497225560816,0.4794489811780563,0.0,1,33.989041095890414,3.0,2.5,0.125,0.05
51,100059,0,Cash loans,M,Y,Y,540000.0,675000.0,34596.0,675000.0,Commercial associate,Higher education,Married,1,1,0,1,1,0,3.0,0.3115099249880457,0.7133545848531052,0.3092753558842053,-1285.0,1,51.04657534246575,19.0,1.25,0.06406666666666666,0.05125333333333333
52,100060,0,Cash loans,M,Y,N,76500.0,454500.0,14661.0,454500.0,Working,Secondary / secondary special,Married,1,1,1,1,0,0,2.0,0.24456163253546154,0.705947456699447,0.7992967832109371,-466.0,1,33.649315068493145,2.0,5.941176470588236,0.19164705882352945,0.032257425742574265
53,100061,0,Cash loans,F,N,Y,225000.0,314055.0,16164.0,238500.0,Commercial associate,Higher education,Married,1,1,0,1,0,0,4.0,0.18959579955018274,0.7029791046049891,0.7016957740576931,-570.0,1,28.693150684931503,3.0,1.3958,0.07184,0.05146869178965468
54,100062,0,Cash loans,M,Y,N,81000.0,675000.0,32472.0,675000.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,1,0,2.0,,0.6628649268152181,0.7380196196295241,-462.0,1,50.98904109589043,,8.333333333333334,0.4008888888888889,0.048106666666666666
55,100063,0,Cash loans,F,N,Y,180000.0,837427.5,45558.0,666000.0,Working,Higher education,Married,1,1,0,1,1,1,2.0,0.5527719020519871,0.6166372926426479,0.07010884382735824,-1547.0,1,35.49315068493151,11.0,4.652375,0.2531,0.05440232139498643
56,100064,0,Cash loans,F,N,N,67500.0,298728.0,15381.0,202500.0,Pensioner,Secondary / secondary special,Single / not married,1,0,0,1,0,0,1.0,,0.6227082733555896,0.1694287272664794,0.0,1,59.23561643835617,,4.4256,0.22786666666666666,0.0514883104362497
57,100068,0,Revolving loans,M,N,Y,81000.0,247500.0,12375.0,247500.0,Working,Secondary / secondary special,Married,1,1,1,1,1,0,2.0,0.2377197192577024,0.6091352920795285,0.5136937663039473,-167.0,0,49.994520547945214,6.0,3.055555555555556,0.1527777777777778,0.05
58,100069,0,Cash loans,M,Y,Y,360000.0,640458.0,27265.5,517500.0,Working,Secondary / secondary special,Separated,1,1,0,1,0,0,2.0,,0.2567370429595146,0.7076993447402619,-112.0,1,38.865753424657534,4.0,1.77905,0.0757375,0.04257187824962761
59,100070,0,Cash loans,M,Y,Y,540000.0,1227901.5,46899.0,1129500.0,Working,Higher education,Widow,1,1,1,1,0,0,1.0,,0.6535972121081295,0.33928769990891394,-1377.0,0,56.28493150684932,5.0,2.273891666666666,0.08685,0.038194431719482384
60,100071,0,Cash loans,F,N,Y,180000.0,1663987.5,86989.5,1588500.0,Commercial associate,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.5706663563799912,0.6971469077844458,-1572.0,1,55.12602739726027,6.0,9.244375,0.483275,0.052277736461361635
61,100072,0,Cash loans,M,N,N,180000.0,1080000.0,44118.0,1080000.0,Working,Incomplete higher,Single / not married,1,1,0,1,0,1,1.0,,0.0265407750366898,0.43473324875017305,-725.0,0,21.663013698630138,3.0,6.0,0.2451,0.04085
62,100073,0,Cash loans,M,Y,Y,324000.0,1130760.0,40189.5,810000.0,Pensioner,Higher education,Civil marriage,1,0,0,1,0,0,2.0,,0.7330511930996613,0.2340151665320674,-2385.0,1,62.58356164383562,,3.49,0.12404166666666665,0.035542024832855776
63,100075,0,Cash loans,F,N,N,112500.0,95940.0,10462.5,90000.0,Working,Higher education,Single / not married,1,1,0,1,0,0,1.0,0.2996061411205129,0.6645439411246608,0.4920600938649263,-280.0,1,33.534246575342465,10.0,0.8528,0.09300000000000001,0.10905253283302063
64,100076,0,Cash loans,M,Y,N,180000.0,315000.0,9679.5,315000.0,Commercial associate,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.5848873555356944,0.09507039584133267,-3.0,0,37.989041095890414,6.0,1.75,0.053775,0.030728571428571425
65,100077,0,Cash loans,M,N,Y,180000.0,1256400.0,40657.5,900000.0,Commercial associate,Secondary / secondary special,Single / not married,1,1,0,1,0,0,1.0,0.2867830789116058,0.6473478219828046,0.5620604831738043,-295.0,1,33.010958904109586,1.0,6.98,0.225875,0.03236031518624642
66,100078,0,Cash loans,F,Y,Y,180000.0,1035000.0,43983.0,1035000.0,State servant,Higher education,Married,1,1,0,1,0,0,2.0,0.7961611232881004,0.5172704004425673,0.4294236843421945,-1594.0,1,53.56164383561644,13.0,5.75,0.24435,0.04249565217391305
67,100079,0,Revolving loans,M,N,Y,225000.0,270000.0,13500.0,270000.0,Working,Secondary / secondary special,Separated,1,1,0,1,0,0,1.0,0.20247737407460809,0.5619229565929612,0.4135967602644276,-662.0,0,42.07945205479452,0.0,1.2,0.06,0.05
68,100080,0,Revolving loans,F,N,N,157500.0,450000.0,22500.0,450000.0,Commercial associate,Secondary / secondary special,Civil marriage,1,1,0,1,0,0,3.0,0.4115064104251909,0.12388829228441395,0.8327850252992314,-1711.0,0,32.75616438356165,8.0,2.8571428571428568,0.14285714285714285,0.05
69,100081,0,Cash loans,M,Y,N,180000.0,450000.0,21109.5,450000.0,Commercial associate,Secondary / secondary special,Civil marriage,1,1,0,1,0,0,2.0,,0.6454384930609306,,-2519.0,0,29.720547945205478,0.0,2.5,0.117275,0.04691
70,100082,0,Cash loans,M,N,N,180000.0,450000.0,21109.5,450000.0,Commercial associate,Higher education,Married,1,1,1,1,1,0,4.0,0.35770654726206136,0.6865047975453018,0.39449540531239935,-1003.0,1,32.9013698630137,7.0,2.5,0.117275,0.04691
71,100083,0,Cash loans,M,Y,Y,103500.0,573628.5,24435.0,463500.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,0.2707661633733818,0.7071263161734994,0.5971924268337128,-2053.0,1,42.20821917808219,2.0,5.542304347826088,0.23608695652173914,0.04259725588948248
72,100084,0,Cash loans,M,N,Y,225000.0,495351.0,26140.5,459000.0,Working,Secondary / secondary special,Separated,1,1,0,1,0,0,3.0,,0.5705270507243844,0.6940926425266661,-1475.0,1,40.71232876712329,3.0,2.2015599999999997,0.11617999999999999,0.05277167099692945
73,100085,0,Cash loans,M,N,Y,157500.0,755190.0,28894.5,675000.0,Working,Secondary / secondary special,Married,1,1,1,1,0,0,3.0,,0.3687189849837431,0.35895122857839673,-1175.0,1,30.64931506849315,6.0,4.794857142857143,0.18345714285714285,0.03826123227267311
74,100086,0,Cash loans,F,N,Y,135000.0,675000.0,21775.5,675000.0,Commercial associate,Higher education,Widow,1,1,0,1,0,0,2.0,,0.5698732368655826,0.1986200451074864,-1597.0,1,39.07945205479452,6.0,5.0,0.1613,0.032260000000000004
75,100087,0,Cash loans,F,N,Y,202500.0,1288350.0,37800.0,1125000.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,,0.5720641471414096,0.19182160241360605,-1230.0,1,48.06027397260274,5.0,6.362222222222222,0.18666666666666668,0.029339853300733493
76,100088,0,Revolving loans,F,N,N,112500.0,135000.0,6750.0,135000.0,Commercial associate,Higher education,Married,1,1,0,1,0,0,2.0,,0.5851740300889305,0.4083588531230431,-1537.0,0,53.33424657534246,11.0,1.2,0.06,0.05
77,100089,0,Cash loans,M,N,Y,135000.0,337761.0,15781.5,256500.0,Working,Secondary / secondary special,Civil marriage,1,1,0,1,1,0,2.0,,0.5500579930157645,0.5352762504724826,-92.0,1,26.482191780821925,7.0,2.501933333333333,0.1169,0.046723866876282334
78,100093,0,Cash loans,F,N,Y,94500.0,585000.0,28273.5,585000.0,Working,Secondary / secondary special,Married,1,1,0,1,1,0,3.0,0.5927009939219194,0.4885999153777029,,0.0,1,50.00821917808219,1.0,6.190476190476191,0.2991904761904762,0.04833076923076923
79,100094,0,Cash loans,F,N,Y,108000.0,113760.0,5301.0,90000.0,Pensioner,Higher education,Single / not married,1,0,0,1,0,0,1.0,,0.5827354769124312,0.4525335592581747,-260.0,1,62.835616438356155,,1.0533333333333332,0.04908333333333333,0.04659810126582278
80,100095,0,Revolving loans,F,N,Y,67500.0,135000.0,6750.0,135000.0,Working,Secondary / secondary special,Married,1,1,0,1,1,0,4.0,0.5866975916234531,0.3045061145430549,,-1040.0,0,51.213698630136996,3.0,2.0,0.1,0.05
81,100096,1,Cash loans,F,N,Y,81000.0,252000.0,14593.5,252000.0,Pensioner,Secondary / secondary special,Married,1,0,0,1,0,0,2.0,,0.0239523667712844,0.7209441499436497,0.0,0,67.92876712328767,,3.111111111111111,0.18016666666666667,0.05791071428571429
82,100097,0,Cash loans,M,Y,Y,157500.0,760225.5,30280.5,679500.0,Working,Secondary / secondary special,Married,1,1,0,1,0,0,2.0,,0.3573422337147276,0.6446794549585961,-371.0,1,48.01917808219178,6.0,4.826828571428571,0.19225714285714285,0.03983094489727061
83,100098,0,Revolving loans,M,Y,N,225000.0,270000.0,13500.0,270000.0,Working,Secondary / secondary special,Civil marriage,1,1,0,1,0,0,2.0,,0.5970811533321667,,-617.0,0,47.64383561643836,2.0,1.2,0.06,0.05
84,100099,0,Cash loans,F,N,Y,360000.0,733315.5,41076.0,679500.0,Pensioner,Secondary / secondary special,Separated,1,0,0,1,0,0,1.0,,0.6605789818593445,0.3425288720742255,0.0,1,63.10136986301371,,2.0369875,0.1141,0.0560140894335385
85,100100,0,Cash loans,M,Y,Y,202500.0,796396.5,38443.5,643500.0,Working,Higher education,Married,1,1,0,1,0,1,4.0,0.4476751393608083,0.4957651407174961,0.8245949709919925,-1876.0,1,43.586301369863016,2.0,3.9328222222222213,0.18984444444444445,0.048271809331156025
86,100101,0,Cash loans,F,Y,Y,202500.0,343377.0,22072.5,283500.0,State servant,Higher education,Single / not married,1,1,0,1,0,0,1.0,,0.7162122102538987,,-1585.0,0,49.69315068493151,2.0,1.6956888888888888,0.109,0.06428065945010877
87,100102,0,Cash loans,F,N,N,126000.0,327024.0,10264.5,270000.0,Working,Secondary / secondary special,Single / not married,1,1,0,1,1,0,2.0,0.4147940693543055,0.6611083077510267,0.4776491548517548,-2.0,1,39.23561643835617,0.0,2.595428571428572,0.08146428571428571,0.031387604579480415
88,100103,0,Cash loans,F,N,Y,72000.0,450000.0,16965.0,450000.0,Working,Secondary / secondary special,Married,1,1,1,1,0,0,2.0,,0.7180575365896832,0.511891801533151,0.0,1,57.841095890410955,4.0,6.25,0.235625,0.0377
89,100104,0,Cash loans,F,N,Y,90000.0,547344.0,30690.0,472500.0,Working,Secondary / secondary special,Married,1,1,0,1,1,0,2.0,0.7631370618175837,0.6446273721560554,,-2591.0,1,50.83835616438356,2.0,6.0816,0.341,0.056070770849776366
90,100105,0,Cash loans,F,N,Y,193500.0,225000.0,23755.5,225000.0,Working,Secondary / secondary special,Married,1,1,1,1,1,0,2.0,0.765153942091246,0.25475995714691185,0.41184855592423975,-1733.0,1,54.273972602739725,24.0,1.162790697674419,0.12276744186046512,0.10558
91,100108,0,Cash loans,F,N,Y,171000.0,545040.0,31288.5,450000.0,Working,Secondary / secondary special,Married,1,1,1,1,1,0,5.0,,0.7566679797246073,0.6413682574954046,-546.0,1,35.013698630136986,3.0,3.187368421052632,0.18297368421052632,0.0574058784676354
92,100110,0,Cash loans,M,Y,Y,135000.0,373140.0,25065.0,337500.0,Commercial associate,Secondary / secondary special,Married,1,1,0,1,0,0,5.0,,0.6405493008893001,0.3280631605201915,0.0,1,29.435616438356167,2.0,2.764,0.18566666666666667,0.06717317896767969
93,100111,0,Cash loans,F,Y,N,112500.0,862560.0,27954.0,720000.0,Commercial associate,Secondary / secondary special,Married,1,1,0,1,0,0,3.0,0.5633231337420023,0.608604105963283,0.22888341670067305,-1234.0,1,28.726027397260275,3.0,7.6672,0.24848,0.032408180300500834
94,100112,1,Cash loans,M,Y,Y,315000.0,953460.0,64107.0,900000.0,Commercial associate,Incomplete higher,Single / not married,1,1,0,1,0,0,1.0,,0.4323402118056743,0.07749854649006513,-591.0,1,27.942465753424653,5.0,3.0268571428571427,0.2035142857142857,0.06723617141778365
95,100113,0,Cash loans,M,Y,N,76500.0,135000.0,6696.0,135000.0,Working,Secondary / secondary special,Single / not married,1,1,1,1,0,0,1.0,0.4757617930038634,0.5930185238421518,0.7898803468924867,-1981.0,1,41.47123287671233,21.0,1.7647058823529411,0.08752941176470587,0.0496
96,100114,0,Cash loans,F,N,Y,135000.0,284400.0,22599.0,225000.0,Commercial associate,Higher education,Single / not married,1,1,0,1,0,0,1.0,0.3957242668511344,0.1549370735653434,0.2650494299443805,-227.0,1,29.408219178082188,1.0,2.1066666666666665,0.1674,0.0794620253164557
97,100115,0,Cash loans,F,N,N,90000.0,315000.0,14683.5,315000.0,Working,Secondary / secondary special,Married,1,1,1,1,1,0,2.0,,0.3343001962973505,,-40.0,1,42.11232876712329,1.0,3.5,0.16315,0.04661428571428571
98,100116,0,Cash loans,F,N,Y,243000.0,900000.0,32017.5,900000.0,Working,Higher education,Married,1,1,0,1,0,1,2.0,0.6712718925800566,0.7002735745029195,0.07105512466873665,-1083.0,1,40.41369863013698,18.0,3.703703703703704,0.13175925925925927,0.035575
